log_meso_SoDel_cpue,log_chl_SoDel,temp_EaDel
5.551631028,-0.510825624,8.7
5.551631028,-0.510825624,8.7
6.802773569,0.405465108,13.95
6.802773569,0.405465108,13.95
7.579545037,1.740466175,17.4
7.743657923,1.064710737,16.5
7.743657923,1.064710737,16.5
8.406988011,0.693147181,23.45
9.295653205,1.064710737,26.3
9.295653205,1.064710737,26.3
10.29218804,0.955511445,25.55
10.29218804,0.955511445,25.55
9.750342235,0.832909123,23.5
8.951246998,0.78845736,20.1
8.951246998,0.78845736,20.1
6.42409801,0.587786665,11.75
6.135020873,-0.223143551,11.2
6.135020873,-0.223143551,11.2
5.835520408,1.526056303,15.1
5.835520408,1.526056303,15.1
7.97881653,1.526056303,17.3
7.97881653,1.526056303,17.3
7.430024337,1.029619417,17.1
7.430024337,1.029619417,17.1
8.272539658,0.470003629,23.3
9.646984095,0.78845736,25.35
9.646984095,0.78845736,25.35
9.370417618,1.064710737,25.45
9.370417618,1.064710737,25.45
8.549410663,1.064710737,19.55
8.549410663,1.064710737,19.55
7.250545803,0.693147181,14.35
7.250545803,0.693147181,14.35
6.65828358,-0.223143551,10.8
6.152746714,-0.916290732,9.25
6.246484,0.09531018,12.75
5.999327692,-0.051293294,15.2
8.204549914,1.098612289,19.05
8.204549914,1.098612289,19.05
7.419711803,0.832909123,23.7
7.419711803,0.832909123,23.7
8.813662872,0.615185639,26
8.813662872,0.615185639,26
8.753914586,0.530628251,18.45
8.753914586,0.530628251,18.45
6.594961397,0.223143551,13.65
5.792969865,-1.660731207,10.65
6.31475815,-0.486133011,8.4
5.656687565,-0.430782916,12.35
5.656687565,-0.430782916,12.35
6.435226892,0.607044482,16.05
6.435226892,0.607044482,16.05
6.934754826,0.514319513,14.665
6.934754826,0.514319513,14.665
7.23889412,0.494696242,19.2
7.23889412,0.494696242,19.2
8.067736878,0.19062036,22.535
8.067736878,0.19062036,22.535
9.542509699,0.958391908,24.55
9.542509699,0.958391908,24.55
8.414007779,1.157667051,26.09
8.414007779,1.157667051,26.09
8.537658443,0.42199441,21.45
7.911154569,0.32570014,18.3
7.911154569,0.32570014,18.3
6.519708842,0.131028262,14.3
6.519708842,0.131028262,14.3
5.919711829,0.285178942,10.255
5.699235576,-0.470003629,9.85
6.090235876,0.113328685,11.8
6.090235876,0.113328685,11.8
6.462792494,0.428530381,11.65
6.462792494,0.428530381,11.65
6.834447996,1.630220452,15.5
8.075834123,0.444685821,21.8
8.075834123,0.444685821,21.8
8.979553069,0.454255272,23.6
9.204849355,0.670390193,25.5
9.063237431,0.881699287,22.95
8.801121745,0.431782416,23.225
8.801121745,0.431782416,23.5
7.745404217,0.43502391,18.65
8.370765462,0.303801454,15.65
8.370765462,0.303801454,15.65
6.350588246,0.19062036,9.9
6.350588246,0.19062036,9.9
5.708311873,0.246860078,7.7
6.813602449,1.05256835,10.45
6.813602449,1.05256835,10.45
6.591795388,0.485507816,14.35
6.591795388,0.485507816,14.35
7.519535784,0.31481074,18.4
7.519535784,0.31481074,18.4
8.773932708,-0.077961541,17.9
8.773932708,-0.077961541,17.9
9.163259334,0.494696242,20.85
9.163259334,0.494696242,20.85
9.060897953,1.050821625,24.45
8.21027301,1.189366652,24.25
8.60832009,0.381855242,23.35
8.60832009,0.381855242,23.35
7.846183972,0.21511138,17.9
7.846183972,0.21511138,17.9
7.757442828,-0.407968238,15.85
7.757442828,-0.407968238,15.85
5.71510487,0.329303747,9.4
6.395400666,0.169742775,8.85
7.1454558,-0.15082289,10.3
7.1454558,-0.15082289,10.3
6.446382828,0.636576829,14.85
6.446382828,0.636576829,14.85
8.304431278,2.358492725,16.3
8.304431278,2.358492725,16.3
8.940877962,1.548625773,19.2
8.940877962,1.548625773,19.2
8.973376227,1.280933845,21.7
8.973376227,1.280933845,21.7
9.216645681,1.090244039,25.55
9.216645681,1.090244039,25.55
8.89738609,1.241268589,25.5
8.89738609,1.241268589,25.5
8.831245504,0.662687973,24.4
8.831245504,0.662687973,24.4
8.868688027,1.126551657,22.25
8.868688027,1.126551657,22.25
6.801236455,0.408792898,15.9
6.674268958,0.262364264,14.5
6.528803652,0.090754363,13.1
5.506833386,0.354171814,8.45
6.660612035,0.447885824,11.1
6.660612035,0.447885824,11.1
5.918802569,0.2390169,15.7
5.918802569,0.2390169,15.7
7.821378422,0.732367894,15.65
7.821378422,0.732367894,15.65
8.415663149,0.488580015,20.55
8.415663149,0.488580015,20.55
9.402067546,0.56815069,23.3
9.402067546,0.56815069,23.3
9.066638339,0.503801009,25
9.066638339,0.503801009,25
9.046379134,0.357674444,25.25
9.046379134,0.357674444,25.25
8.650053757,0.494696242,24.2
8.650053757,0.494696242,24.2
8.497981522,0.277631737,18.85
8.497981522,0.277631737,18.85
7.943676888,0.202940844,15.55
7.943676888,0.202940844,15.55
5.564969265,0.277631737,8.95
5.564969265,0.277631737,8.95
5.968385761,-0.486133011,10.85
5.694183436,-0.133531393,12.85
5.694183436,-0.133531393,12.85
7.194015457,0.839409688,15.05
8.484557557,1.704748092,17.6
8.484557557,1.704748092,17.6
8.151940794,0.922272804,20.6
8.151940794,0.922272804,20.6
9.04177426,0.408792898,24.7
8.840819727,0.548121409,24.95
8.840819727,0.548121409,24.95
8.497769492,0.235072122,22.45
8.497769492,0.235072122,22.45
8.224587996,-0.015113638,21.05
5.416692529,-0.186329578,12.25
6.001321203,-0.78745786,7.75
7.037341944,0.819779831,10.55
7.037341944,0.819779831,10.55
6.405219157,0.099845335,13.3
7.005229647,0.732367894,15.5
7.005229647,0.732367894,15.5
8.862301068,0.482426149,18.4
8.862301068,0.482426149,18.4
8.065401854,-0.127833372,17.25
8.065401854,-0.127833372,17.25
9.756424275,0.466873736,25.5
9.756424275,0.466873736,25.5
8.895548961,0.636576829,23.55
8.895548961,0.636576829,23.55
9.184537982,1.539015448,22.75
9.184537982,1.539015448,22.75
8.624506487,0.463734016,19.35
8.624506487,0.463734016,19.35
8.634088056,0.837247525,13.45
8.634088056,0.837247525,13.45
6.610729409,1.071583616,8.3
7.575899174,0.717839793,11.25
7.575899174,0.717839793,11.25
7.191387179,0.562468857,13.2
7.191387179,0.562468857,13.2
7.309047386,0.781615829,15.6
7.309047386,0.781615829,15.6
8.932335673,1.201469674,20.4
8.932335673,1.201469674,20.4
8.981582143,0.732367894,22.55
8.981582143,0.732367894,22.55
8.572998127,1.022450928,25
8.572998127,1.022450928,25
7.98526817,1.279543991,24.75
7.98526817,1.279543991,24.75
8.268817684,0.332894415,23.55
8.268817684,0.332894415,23.55
9.359924943,1.439835128,22.85
9.359924943,1.439835128,22.85
7.4329061,0.447885824,17.85
7.4329061,0.447885824,17.85
5.712073395,-0.606969484,14.05
5.359455493,-0.030459207,6.95
6.359493233,0.770108222,11.45
7.384552993,1.064710737,13.8
7.384552993,1.064710737,16.15
8.88858639,0.536493371,21.75
8.88858639,0.536493371,21.75
8.750734193,0.741937345,23.85
8.108970485,1.278152203,26.05
8.108970485,1.278152203,26.05
8.551745277,0.848011891,24.4
8.551745277,0.848011891,24.4
8.088829274,0.590560592,22.1
7.929069025,0.536493371,20.25
7.738840828,0.479334957,18.4
7.255396896,0.202940844,14.4
5.696945941,0.361164849,8.7
7.189557845,0.813149973,10.55
6.297408704,0.266203041,14.8
6.297408704,0.266203041,14.8
6.880453877,0.783901544,18.2
6.880453877,0.783901544,18.2
8.591421284,0.649717623,19.1
8.591421284,0.649717623,19.1
8.827874549,0.202940844,23.55
9.086140389,1.229640551,25.45
9.390095013,1.750069042,23.95
9.342937644,1.676473314,23
9.241376649,1.510721939,22.05
8.273386876,1.276758474,16.25
6.397414742,0.039220713,12.45
5.771185304,-0.229413164,9.65
6.576206899,0.3074847,13.8
6.576206899,0.3074847,13.8
6.378894155,1.214912744,15.9
6.378894155,1.214912744,15.9
8.534567139,2.245485501,17.25
8.534567139,2.245485501,17.25
9.536617447,1.06643339,20.85
9.536617447,1.06643339,20.85
9.213974822,1.043804052,24.35
7.765329704,1.672412712,25.15
7.765329704,1.672412712,25.15
8.403533446,1.009781075,23.485
8.403533446,1.009781075,23.485
8.096917215,0.848011891,21.2
8.177148491,0.845868268,19.705
8.251418065,0.843720039,18.21
9.21411628,2.35612586,10.35
9.21411628,2.35612586,10.35
7.069974134,1.181727195,11.1
7.069974134,1.181727195,11.1
7.436420973,1.043804052,16.02
7.436420973,1.043804052,16.02
8.289079626,0.612479277,19.225
8.289079626,0.612479277,19.225
11.19420221,4.026154939,19.5
11.19420221,4.026154939,19.5
9.871500019,1.034962262,23.945
9.871500019,1.034962262,23.945
9.601984971,1.450442181,25.155
9.601984971,1.450442181,25.155
9.552858461,1.226712291,25.58
9.552858461,1.226712291,25.58
8.892119092,0.848011891,23.9
6.917791048,0.104360015,12.195
7.188259553,0.447885824,12.105
7.188259553,0.447885824,12.105
6.686993056,0.485507816,16.505
6.686993056,0.485507816,16.505
8.32090057,0.242946179,17.04
8.32090057,0.242946179,17.04
8.774873607,0.21913553,20.96
8.774873607,0.21913553,20.96
11.02132346,2.481149601,25.695
9.058036483,0.856540727,24.305
9.142749366,0.741937345,24.395
9.142749366,0.741937345,24.395
9.270318373,0.482426149,18.25
9.270318373,0.482426149,18.25
8.432658855,0.131028262,14.815
8.432658855,0.131028262,14.815
6.419276966,0.524728529,10.485
5.788444036,0.506817602,12.825
5.788444036,0.506817602,12.825
7.945002745,1.011600912,14.37
7.945002745,1.011600912,14.37
7.638054459,1.605429891,17.57
8.546759152,0.647103242,19.935
8.546759152,0.647103242,19.935
9.46287366,0.770108222,22.985
9.46287366,0.770108222,22.985
9.762982822,1.406096988,26.19
9.258819232,0.904218151,25.8
8.788468847,0.530628251,22.66
7.501417707,0.182321557,14
7.501417707,0.182321557,14
6.705468902,0,12.2
6.01619376,0.470003629,12.75
7.103382796,0.667829373,12.2
7.611908026,0.832909123,11.65
7.3515588,0.09531018,15
7.3515588,0.09531018,15
7.986037983,0.78845736,17
7.986037983,0.78845736,17
8.875388825,0.182321557,21
8.875388825,0.182321557,21
5.497623155,-0.510825624,23.8
5.497623155,-0.510825624,23.8
8.678434836,0.993251773,24.55
8.678434836,0.993251773,24.55
8.54858178,0,19.55
8.54858178,0,19.55
8.68870123,0.693147181,17.2
8.68870123,0.693147181,17.2
6.037951876,0.182321557,12.2
7.402790277,0.336472237,17.65
8.083558079,0.300104592,19.825
8.484862436,0.262364264,22
9.141279818,1.193922468,25.2
9.395173264,1.360976553,25.1
9.395173264,1.360976553,25.1
9.384683769,1.252762968,23.5
8.908040753,1.029619417,17.45
8.908040753,1.029619417,17.45
8.436218019,2.388762789,12.6
7.763678617,2.079441542,9
7.763678617,2.079441542,9
6.882876671,0.832909123,11.75
6.882876671,0.832909123,11.75
8.504601312,0.955511445,12
8.934410931,1.098612289,21
8.934410931,1.098612289,21
9.383275838,1.840549633,25.4
9.383275838,1.840549633,25.4
9.1953344,1.029619417,22.65
9.1953344,1.029619417,22.65
8.909673365,3.601276993,20.7
5.450067364,0.530628251,9.95
6.375343439,0.587786665,8.9
8.01809845,-0.356674944,13.45
8.01809845,-0.356674944,13.45
5.347392252,1.435084525,13.1
5.347392252,1.435084525,13.1
7.563078943,1.774952351,19.65
7.563078943,1.774952351,19.65
8.391985772,0.78845736,17.5
8.391985772,0.78845736,17.5
8.499740977,0.78845736,21.9
8.499740977,0.78845736,21.9
8.817017415,0.916290732,24.45
8.817017415,0.916290732,24.45
9.417934659,3.246490992,26.45
9.417934659,3.246490992,26.45
9.470655039,3.113515309,21
9.470655039,3.113515309,21
8.571894957,2.415913778,22.5
8.571894957,2.415913778,22.5
7.084380819,0.405465108,14.6
7.084380819,0.405465108,14.6
5.826000628,0.405465108,10
5.826000628,0.405465108,10
6.649857721,0.530628251,8.8
6.543345106,0.741937345,14.65
6.543345106,0.741937345,14.65
7.362838712,1.193922468,15.35
7.362838712,1.193922468,15.35
7.889388955,1.757857918,21.15
7.889388955,1.757857918,21.15
9.061411109,1.064710737,23.55
9.061411109,1.064710737,23.55
9.137825503,1.335001067,25.1
9.137825503,1.335001067,25.1
9.54101575,1.223775432,23.5
9.54101575,1.223775432,23.5
8.179645898,1.335001067,20.6
8.179645898,1.335001067,20.6
7.368084701,0.78845736,16.55
6.112612916,0.262364264,10.5
6.112612916,0.262364264,10.5
5.551631028,-0.510825624,8.7
5.551631028,-0.510825624,8.7
6.802773569,0.405465108,13.95
6.802773569,0.405465108,13.95
7.579545037,1.740466175,17.4
7.743657923,1.064710737,16.5
7.743657923,1.064710737,16.5
8.406988011,0.693147181,23.45
9.295653205,1.064710737,26.3
9.295653205,1.064710737,26.3
10.29218804,0.955511445,25.55
10.29218804,0.955511445,25.55
9.750342235,0.832909123,23.5
8.951246998,0.78845736,20.1
8.951246998,0.78845736,20.1
6.42409801,0.587786665,11.75
6.135020873,-0.223143551,11.2
6.135020873,-0.223143551,11.2
5.835520408,1.526056303,15.1
5.835520408,1.526056303,15.1
7.97881653,1.526056303,17.3
7.97881653,1.526056303,17.3
7.430024337,1.029619417,17.1
7.430024337,1.029619417,17.1
8.272539658,0.470003629,23.3
9.646984095,0.78845736,25.35
9.646984095,0.78845736,25.35
9.370417618,1.064710737,25.45
9.370417618,1.064710737,25.45
8.549410663,1.064710737,19.55
8.549410663,1.064710737,19.55
7.250545803,0.693147181,14.35
7.250545803,0.693147181,14.35
6.65828358,-0.223143551,10.8
6.152746714,-0.916290732,9.25
6.246484,0.09531018,12.75
5.999327692,-0.051293294,15.2
8.204549914,1.098612289,19.05
8.204549914,1.098612289,19.05
10.55999423,2.163323026,20.3
7.419711803,0.832909123,23.7
7.419711803,0.832909123,23.7
8.813662872,0.615185639,26
8.813662872,0.615185639,26
8.753914586,0.530628251,18.45
8.753914586,0.530628251,18.45
6.594961397,0.223143551,13.65
5.792969865,-1.660731207,10.65
6.31475815,-0.486133011,8.4
5.656687565,-0.430782916,12.35
5.656687565,-0.430782916,12.35
6.435226892,0.607044482,16.05
6.435226892,0.607044482,16.05
6.934754826,0.514319513,14.665
6.934754826,0.514319513,14.665
7.23889412,0.494696242,19.2
7.23889412,0.494696242,19.2
8.067736878,0.19062036,22.535
8.067736878,0.19062036,22.535
9.542509699,0.958391908,24.55
9.542509699,0.958391908,24.55
8.414007779,1.157667051,26.09
8.414007779,1.157667051,26.09
8.537658443,0.42199441,21.45
7.911154569,0.32570014,18.3
7.911154569,0.32570014,18.3
6.519708842,0.131028262,14.3
6.519708842,0.131028262,14.3
5.919711829,0.285178942,10.255
5.699235576,-0.470003629,9.85
6.090235876,0.113328685,11.8
6.090235876,0.113328685,11.8
6.462792494,0.428530381,11.65
6.834447996,1.630220452,15.5
8.075834123,0.444685821,21.8
8.075834123,0.444685821,21.8
8.979553069,0.454255272,23.6
9.204849355,0.670390193,25.5
9.063237431,0.881699287,22.95
8.801121745,0.431782416,23.225
8.801121745,0.431782416,23.5
7.745404217,0.43502391,18.65
8.370765462,0.303801454,15.65
8.370765462,0.303801454,15.65
6.350588246,0.19062036,9.9
6.350588246,0.19062036,9.9
5.708311873,0.246860078,7.7
6.813602449,1.05256835,10.45
6.813602449,1.05256835,10.45
6.591795388,0.485507816,14.35
6.591795388,0.485507816,14.35
7.519535784,0.31481074,18.4
7.519535784,0.31481074,18.4
8.773932708,-0.077961541,17.9
8.773932708,-0.077961541,17.9
9.163259334,0.494696242,20.85
9.060897953,1.050821625,24.45
8.21027301,1.189366652,24.25
8.60832009,0.381855242,23.35
8.60832009,0.381855242,23.35
7.846183972,0.21511138,17.9
7.846183972,0.21511138,17.9
7.757442828,-0.407968238,15.85
7.757442828,-0.407968238,15.85
5.71510487,0.329303747,9.4
6.395400666,0.169742775,8.85
7.1454558,-0.15082289,10.3
7.1454558,-0.15082289,10.3
6.446382828,0.636576829,14.85
6.446382828,0.636576829,14.85
8.304431278,2.358492725,16.3
8.304431278,2.358492725,16.3
8.940877962,1.548625773,19.2
8.940877962,1.548625773,19.2
8.973376227,1.280933845,21.7
8.973376227,1.280933845,21.7
9.216645681,1.090244039,25.55
9.216645681,1.090244039,25.55
8.89738609,1.241268589,25.5
8.89738609,1.241268589,25.5
8.831245504,0.662687973,24.4
8.831245504,0.662687973,24.4
8.868688027,1.126551657,22.25
8.868688027,1.126551657,22.25
6.801236455,0.408792898,15.9
6.674268958,0.262364264,14.5
6.528803652,0.090754363,13.1
5.506833386,0.354171814,8.45
6.660612035,0.447885824,11.1
6.660612035,0.447885824,11.1
5.918802569,0.2390169,15.7
5.918802569,0.2390169,15.7
7.821378422,0.732367894,15.65
7.821378422,0.732367894,15.65
8.415663149,0.488580015,20.55
8.415663149,0.488580015,20.55
9.402067546,0.56815069,23.3
9.402067546,0.56815069,23.3
9.066638339,0.503801009,25
9.066638339,0.503801009,25
9.046379134,0.357674444,25.25
9.046379134,0.357674444,25.25
8.650053757,0.494696242,24.2
8.650053757,0.494696242,24.2
8.497981522,0.277631737,18.85
8.497981522,0.277631737,18.85
7.943676888,0.202940844,15.55
7.943676888,0.202940844,15.55
5.564969265,0.277631737,8.95
5.564969265,0.277631737,8.95
5.968385761,-0.486133011,10.85
5.694183436,-0.133531393,12.85
5.694183436,-0.133531393,12.85
7.194015457,0.839409688,15.05
8.484557557,1.704748092,17.6
8.484557557,1.704748092,17.6
8.151940794,0.922272804,20.6
9.04177426,0.408792898,24.7
8.840819727,0.548121409,24.95
8.840819727,0.548121409,24.95
8.497769492,0.235072122,22.45
8.497769492,0.235072122,22.45
8.224587996,-0.015113638,21.05
5.416692529,-0.186329578,12.25
6.001321203,-0.78745786,7.75
7.037341944,0.819779831,10.55
7.037341944,0.819779831,10.55
6.405219157,0.099845335,13.3
7.005229647,0.732367894,15.5
7.005229647,0.732367894,15.5
8.862301068,0.482426149,18.4
8.862301068,0.482426149,18.4
8.065401854,-0.127833372,17.25
8.065401854,-0.127833372,17.25
9.756424275,0.466873736,25.5
9.756424275,0.466873736,25.5
8.895548961,0.636576829,23.55
8.895548961,0.636576829,23.55
9.184537982,1.539015448,22.75
9.184537982,1.539015448,22.75
8.624506487,0.463734016,19.35
8.624506487,0.463734016,19.35
8.634088056,0.837247525,13.45
8.634088056,0.837247525,13.45
6.401070057,0.3074847,8.8
6.610729409,1.071583616,8.3
7.575899174,0.717839793,11.25
7.575899174,0.717839793,11.25
7.191387179,0.562468857,13.2
7.191387179,0.562468857,13.2
7.309047386,0.781615829,15.6
7.309047386,0.781615829,15.6
8.932335673,1.201469674,20.4
8.932335673,1.201469674,20.4
8.981582143,0.732367894,22.55
8.981582143,0.732367894,22.55
8.572998127,1.022450928,25
8.572998127,1.022450928,25
7.98526817,1.279543991,24.75
7.98526817,1.279543991,24.75
8.268817684,0.332894415,23.55
8.268817684,0.332894415,23.55
9.359924943,1.439835128,22.85
9.359924943,1.439835128,22.85
7.4329061,0.447885824,17.85
7.4329061,0.447885824,17.85
5.712073395,-0.606969484,14.05
5.359455493,-0.030459207,6.95
6.359493233,0.770108222,11.45
7.384552993,1.064710737,13.8
7.384552993,1.064710737,16.15
8.265317918,2.353278207,16.9
8.88858639,0.536493371,21.75
8.88858639,0.536493371,21.75
8.750734193,0.741937345,23.85
8.108970485,1.278152203,26.05
8.108970485,1.278152203,26.05
8.551745277,0.848011891,24.4
8.551745277,0.848011891,24.4
8.088829274,0.590560592,22.1
7.929069025,0.536493371,20.25
7.738840828,0.479334957,18.4
7.255396896,0.202940844,14.4
5.696945941,0.361164849,8.7
7.189557845,0.813149973,10.55
6.297408704,0.266203041,14.8
6.297408704,0.266203041,14.8
6.880453877,0.783901544,18.2
6.880453877,0.783901544,18.2
8.591421284,0.649717623,19.1
8.591421284,0.649717623,19.1
8.827874549,0.202940844,23.55
8.292972375,1.187843422,25.2
9.086140389,1.229640551,25.45
9.390095013,1.750069042,23.95
9.342937644,1.676473314,23
9.241376649,1.510721939,22.05
8.273386876,1.276758474,16.25
6.397414742,0.039220713,12.45
5.771185304,-0.229413164,9.65
6.576206899,0.3074847,13.8
6.576206899,0.3074847,13.8
6.378894155,1.214912744,15.9
6.378894155,1.214912744,15.9
8.534567139,2.245485501,17.25
8.534567139,2.245485501,17.25
9.536617447,1.06643339,20.85
9.536617447,1.06643339,20.85
9.213974822,1.043804052,24.35
9.213974822,1.043804052,24.35
7.765329704,1.672412712,25.15
7.765329704,1.672412712,25.15
8.403533446,1.009781075,23.485
8.403533446,1.009781075,23.485
8.096917215,0.848011891,21.2
8.177148491,0.845868268,19.705
8.251418065,0.843720039,18.21
9.21411628,2.35612586,10.35
9.21411628,2.35612586,10.35
7.069974134,1.181727195,11.1
7.069974134,1.181727195,11.1
7.436420973,1.043804052,16.02
7.436420973,1.043804052,16.02
8.289079626,0.612479277,19.225
8.289079626,0.612479277,19.225
11.19420221,4.026154939,19.5
11.19420221,4.026154939,19.5
9.871500019,1.034962262,23.945
9.601984971,1.450442181,25.155
9.601984971,1.450442181,25.155
9.552858461,1.226712291,25.58
9.552858461,1.226712291,25.58
8.892119092,0.848011891,23.9
6.917791048,0.104360015,12.195
7.188259553,0.447885824,12.105
7.188259553,0.447885824,12.105
8.32090057,0.242946179,17.04
8.32090057,0.242946179,17.04
8.774873607,0.21913553,20.96
8.774873607,0.21913553,20.96
11.02132346,2.481149601,25.695
9.058036483,0.856540727,24.305
9.142749366,0.741937345,24.395
9.142749366,0.741937345,24.395
9.270318373,0.482426149,18.25
9.270318373,0.482426149,18.25
8.432658855,0.131028262,14.815
8.432658855,0.131028262,14.815
6.419276966,0.524728529,10.485
5.788444036,0.506817602,12.825
5.788444036,0.506817602,12.825
7.945002745,1.011600912,14.37
7.945002745,1.011600912,14.37
7.638054459,1.605429891,17.57
8.546759152,0.647103242,19.935
8.546759152,0.647103242,19.935
9.46287366,0.770108222,22.985
9.46287366,0.770108222,22.985
9.762982822,1.406096988,26.19
9.258819232,0.904218151,25.8
8.788468847,0.530628251,22.66
